token1,token2,token3,token4,token5,target
2161,53,202,54,6,1305
53,202,54,6,1305,35
202,54,6,1305,35,7
54,6,1305,35,7,2
6,1305,35,7,2,504
1305,35,7,2,504,932
35,7,2,504,932,12
7,2,504,932,12,1
2,504,932,12,1,222
504,932,12,1,222,1
932,12,1,222,1,122
12,1,222,1,122,214
1,222,1,122,214,65
222,1,122,214,65,10
1,122,214,65,10,130
122,214,65,10,130,12
214,65,10,130,12,30
65,10,130,12,30,713
10,130,12,30,713,11
130,12,30,713,11,139
12,30,713,11,139,6
30,713,11,139,6,32
713,11,139,6,32,501
11,139,6,32,501,53
139,6,32,501,53,2
6,32,501,53,2,157
32,501,53,2,157,2162
501,53,2,157,2162,1306
53,2,157,2162,1306,12
2,157,2162,1306,12,1
157,2162,1306,12,1,2163
2162,1306,12,1,2163,3
1306,12,1,2163,3,130
12,1,2163,3,130,6
1,2163,3,130,6,41
2163,3,130,6,41,2
3,130,6,41,2,121
130,6,41,2,121,1
6,41,2,121,1,1306
41,2,121,1,1306,7
2,121,1,1306,7,330
121,1,1306,7,330,8
1,1306,7,330,8,51
1306,7,330,8,51,59
7,330,8,51,59,46
330,8,51,59,46,933
8,51,59,46,933,2164
51,59,46,933,2164,1307
59,46,933,2164,1307,12
46,933,2164,1307,12,596
933,2164,1307,12,596,934
2164,1307,12,596,934,1078
1307,12,596,934,1078,37
12,596,934,1078,37,4
596,934,1078,37,4,3
934,1078,37,4,3,193
1078,37,4,3,193,48
37,4,3,193,48,50
4,3,193,48,50,72
3,193,48,50,72,1076
193,48,50,72,1076,2165
48,50,72,1076,2165,18
50,72,1076,2165,18,26
72,1076,2165,18,26,342
1076,2165,18,26,342,145
2165,18,26,342,145,55
18,26,342,145,55,3
26,342,145,55,3,806
342,145,55,3,806,6
145,55,3,806,6,324
55,3,806,6,324,2
3,806,6,324,2,872
806,6,324,2,872,2166
6,324,2,872,2166,215
324,2,872,2166,215,134
2,872,2166,215,134,508
872,2166,215,134,508,4
2166,215,134,508,4,47
215,134,508,4,47,19
134,508,4,47,19,10
508,4,47,19,10,59
4,47,19,10,59,12
47,19,10,59,12,1
19,10,59,12,1,2167
10,59,12,1,2167,147
59,12,1,2167,147,325
12,1,2167,147,325,4
1,2167,147,325,4,3
2167,147,325,4,3,19
147,325,4,3,19,79
325,4,3,19,79,44
4,3,19,79,44,600
3,19,79,44,600,11
19,79,44,600,11,14
79,44,600,11,14,6
44,600,11,14,6,32
600,11,14,6,32,57
11,14,6,32,57,1068
14,6,32,57,1068,4
6,32,57,1068,4,389
32,57,1068,4,389,32
57,1068,4,389,32,451
1068,4,389,32,451,4
4,389,32,451,4,346
389,32,451,4,346,48
32,451,4,346,48,50
451,4,346,48,50,256
4,346,48,50,256,2168
346,48,50,256,2168,126
48,50,256,2168,126,8
50,256,2168,126,8,132
256,2168,126,8,132,110
2168,126,8,132,110,115
126,8,132,110,115,596
8,132,110,115,596,30
132,110,115,596,30,20
110,115,596,30,20,1308
115,596,30,20,1308,121
596,30,20,1308,121,73
30,20,1308,121,73,46
20,1308,121,73,46,301
1308,121,73,46,301,1245
121,73,46,301,1245,65
73,46,301,1245,65,328
46,301,1245,65,328,613
301,1245,65,328,613,4
1245,65,328,613,4,10
65,328,613,4,10,1142
328,613,4,10,1142,2169
613,4,10,1142,2169,37
4,10,1142,2169,37,23
10,1142,2169,37,23,117
1142,2169,37,23,117,11
2169,37,23,117,11,409
37,23,117,11,409,54
23,117,11,409,54,6
117,11,409,54,6,1309
11,409,54,6,1309,3
409,54,6,1309,3,138
54,6,1309,3,138,63
6,1309,3,138,63,17
1309,3,138,63,17,1
3,138,63,17,1,422
138,63,17,1,422,5
63,17,1,422,5,160
17,1,422,5,160,54
1,422,5,160,54,6
422,5,160,54,6,153
5,160,54,6,153,56
160,54,6,153,56,129
54,6,153,56,129,3
6,153,56,129,3,7
153,56,129,3,7,103
56,129,3,7,103,6
129,3,7,103,6,121
3,7,103,6,121,15
7,103,6,121,15,9
103,6,121,15,9,107
6,121,15,9,107,96
121,15,9,107,96,17
15,9,107,96,17,711
9,107,96,17,711,310
107,96,17,711,310,13
96,17,711,310,13,46
17,711,310,13,46,3
711,310,13,46,3,7
310,13,46,3,7,341
13,46,3,7,341,1263
46,3,7,341,1263,8
3,7,341,1263,8,110
7,341,1263,8,110,2170
341,1263,8,110,2170,2171
1263,8,110,2170,2171,766
8,110,2170,2171,766,22
110,2170,2171,766,22,5
2170,2171,766,22,5,24
2171,766,22,5,24,29
766,22,5,24,29,100
22,5,24,29,100,12
5,24,29,100,12,358
24,29,100,12,358,25
29,100,12,358,25,2172
100,12,358,25,2172,1310
12,358,25,2172,1310,181
358,25,2172,1310,181,8
25,2172,1310,181,8,1
2172,1310,181,8,1,932
1310,181,8,1,932,53
181,8,1,932,53,140
8,1,932,53,140,215
1,932,53,140,215,508
932,53,140,215,508,24
53,140,215,508,24,29
140,215,508,24,29,487
215,508,24,29,487,9
508,24,29,487,9,423
24,29,487,9,423,18
29,487,9,423,18,381
487,9,423,18,381,5
9,423,18,381,5,22
423,18,381,5,22,2173
18,381,5,22,2173,9
381,5,22,2173,9,428
5,22,2173,9,428,429
22,2173,9,428,429,113
2173,9,428,429,113,3
9,428,429,113,3,931
428,429,113,3,931,1058
429,113,3,931,1058,15
113,3,931,1058,15,1
3,931,1058,15,1,422
931,1058,15,1,422,26
1058,15,1,422,26,247
15,1,422,26,247,1
1,422,26,247,1,2174
422,26,247,1,2174,8
26,247,1,2174,8,1
247,1,2174,8,1,336
1,2174,8,1,336,935
2174,8,1,336,935,5
8,1,336,935,5,2175
1,336,935,5,2175,8
336,935,5,2175,8,179
935,5,2175,8,179,15
5,2175,8,179,15,1
2175,8,179,15,1,936
8,179,15,1,936,937
179,15,1,936,937,1
15,1,936,937,1,336
1,936,937,1,336,22
936,937,1,336,22,4
937,1,336,22,4,19
1,336,22,4,19,24
336,22,4,19,24,29
22,4,19,24,29,53
4,19,24,29,53,191
19,24,29,53,191,9
24,29,53,191,9,690
29,53,191,9,690,910
53,191,9,690,910,10
191,9,690,910,10,78
9,690,910,10,78,11
690,910,10,78,11,4
910,10,78,11,4,937
10,78,11,4,937,1
78,11,4,937,1,336
11,4,937,1,336,10
4,937,1,336,10,4
937,1,336,10,4,910
1,336,10,4,910,22
336,10,4,910,22,78
10,4,910,22,78,11
4,910,22,78,11,4
910,22,78,11,4,2176
22,78,11,4,2176,21
78,11,4,2176,21,25
11,4,2176,21,25,177
4,2176,21,25,177,428
2176,21,25,177,428,429
21,25,177,428,429,22
25,177,428,429,22,4
177,428,429,22,4,10
428,429,22,4,10,2177
429,22,4,10,2177,1
22,4,10,2177,1,428
4,10,2177,1,428,429
10,2177,1,428,429,5
2177,1,428,429,5,130
1,428,429,5,130,6
428,429,5,130,6,78
429,5,130,6,78,1
5,130,6,78,1,336
130,6,78,1,336,416
6,78,1,336,416,115
78,1,336,416,115,396
1,336,416,115,396,15
336,416,115,396,15,1
416,115,396,15,1,936
115,396,15,1,936,2
396,15,1,936,2,938
15,1,936,2,938,53
1,936,2,938,53,24
936,2,938,53,24,278
2,938,53,24,278,282
938,53,24,278,282,885
53,24,278,282,885,69
24,278,282,885,69,7
278,282,885,69,7,2178
282,885,69,7,2178,15
885,69,7,2178,15,1
69,7,2178,15,1,2179
7,2178,15,1,2179,8
2178,15,1,2179,8,2180
15,1,2179,8,2180,2
1,2179,8,2180,2,512
2179,8,2180,2,512,377
8,2180,2,512,377,16
2180,2,512,377,16,59
2,512,377,16,59,46
512,377,16,59,46,2
377,16,59,46,2,939
16,59,46,2,939,5
59,46,2,939,5,13
46,2,939,5,13,2
2,939,5,13,2,84
939,5,13,2,84,30
5,13,2,84,30,10
13,2,84,30,10,10
2,84,30,10,10,599
84,30,10,10,599,11
30,10,10,599,11,31
10,10,599,11,31,5
10,599,11,31,5,264
599,11,31,5,264,17
11,31,5,264,17,11
31,5,264,17,11,9
5,264,17,11,9,473
264,17,11,9,473,2181
17,11,9,473,2181,46
11,9,473,2181,46,2
9,473,2181,46,2,178
473,2181,46,2,178,2182
2181,46,2,178,2182,2183
46,2,178,2182,2183,58
2,178,2182,2183,58,40
178,2182,2183,58,40,149
2182,2183,58,40,149,12
2183,58,40,149,12,9
58,40,149,12,9,359
40,149,12,9,359,255
149,12,9,359,255,14
12,9,359,255,14,486
9,359,255,14,486,6
359,255,14,486,6,21
255,14,486,6,21,69
14,486,6,21,69,114
486,6,21,69,114,3
6,21,69,114,3,14
21,69,114,3,14,58
69,114,3,14,58,2184
114,3,14,58,2184,58
3,14,58,2184,58,205
14,58,2184,58,205,2185
58,2184,58,205,2185,13
2184,58,205,2185,13,3
58,205,2185,13,3,44
205,2185,13,3,44,2186
2185,13,3,44,2186,6
13,3,44,2186,6,1
3,44,2186,6,1,2187
44,2186,6,1,2187,57
2186,6,1,2187,57,61
6,1,2187,57,61,77
1,2187,57,61,77,91
2187,57,61,77,91,66
57,61,77,91,66,2188
61,77,91,66,2188,2189
77,91,66,2188,2189,686
91,66,2188,2189,686,30
66,2188,2189,686,30,304
2188,2189,686,30,304,38
2189,686,30,304,38,419
686,30,304,38,419,120
30,304,38,419,120,11
304,38,419,120,11,7
38,419,120,11,7,2
419,120,11,7,2,84
120,11,7,2,84,714
11,7,2,84,714,57
7,2,84,714,57,1271
2,84,714,57,1271,35
84,714,57,1271,35,45
714,57,1271,35,45,32
57,1271,35,45,32,58
1271,35,45,32,58,581
35,45,32,58,581,71
45,32,58,581,71,430
32,58,581,71,430,85
58,581,71,430,85,1
581,71,430,85,1,142
71,430,85,1,142,195
430,85,1,142,195,1
85,1,142,195,1,1200
1,142,195,1,1200,940
142,195,1,1200,940,210
195,1,1200,940,210,180
1,1200,940,210,180,155
1200,940,210,180,155,2190
940,210,180,155,2190,2191
210,180,155,2190,2191,1
180,155,2190,2191,1,377
155,2190,2191,1,377,7
2190,2191,1,377,7,569
2191,1,377,7,569,5
1,377,7,569,5,941
377,7,569,5,941,99
7,569,5,941,99,8
569,5,941,99,8,1311
5,941,99,8,1311,582
941,99,8,1311,582,5
99,8,1311,582,5,1
8,1311,582,5,1,942
1311,582,5,1,942,7
582,5,1,942,7,486
5,1,942,7,486,12
1,942,7,486,12,604
942,7,486,12,604,246
7,486,12,604,246,943
486,12,604,246,943,35
12,604,246,943,35,7
604,246,943,35,7,58
246,943,35,7,58,944
943,35,7,58,944,326
35,7,58,944,326,1
7,58,944,326,1,377
58,944,326,1,377,52
944,326,1,377,52,9
326,1,377,52,9,141
1,377,52,9,141,1312
377,52,9,141,1312,10
52,9,141,1312,10,229
9,141,1312,10,229,2
141,1312,10,229,2,639
1312,10,229,2,639,2192
10,229,2,639,2192,2193
229,2,639,2192,2193,2194
2,639,2192,2193,2194,2
639,2192,2193,2194,2,306
2192,2193,2194,2,306,8
2193,2194,2,306,8,413
2194,2,306,8,413,2
2,306,8,413,2,2195
306,8,413,2,2195,92
8,413,2,2195,92,2196
413,2,2195,92,2196,2
2,2195,92,2196,2,2197
2195,92,2196,2,2197,5
92,2196,2,2197,5,2
2196,2,2197,5,2,196
2,2197,5,2,196,2198
2197,5,2,196,2198,2
5,2,196,2198,2,157
2,196,2198,2,157,84
196,2198,2,157,84,430
2198,2,157,84,430,2199
2,157,84,430,2199,31
157,84,430,2199,31,135
84,430,2199,31,135,4
430,2199,31,135,4,343
2199,31,135,4,343,24
31,135,4,343,24,29
135,4,343,24,29,53
4,343,24,29,53,1
343,24,29,53,1,222
24,29,53,1,222,302
29,53,1,222,302,165
53,1,222,302,165,20
1,222,302,165,20,579
222,302,165,20,579,2200
302,165,20,579,2200,30
165,20,579,2200,30,84
20,579,2200,30,84,2201
579,2200,30,84,2201,4
2200,30,84,2201,4,3
30,84,2201,4,3,478
84,2201,4,3,478,17
2201,4,3,478,17,9
4,3,478,17,9,499
3,478,17,9,499,1313
478,17,9,499,1313,10
17,9,499,1313,10,130
9,499,1313,10,130,38
499,1313,10,130,38,6
1313,10,130,38,6,1
10,130,38,6,1,222
130,38,6,1,222,119
38,6,1,222,119,395
6,1,222,119,395,17
1,222,119,395,17,9
222,119,395,17,9,84
119,395,17,9,84,3
395,17,9,84,3,1314
17,9,84,3,1314,24
9,84,3,1314,24,29
84,3,1314,24,29,1
3,1314,24,29,1,939
1314,24,29,1,939,5
24,29,1,939,5,1
29,1,939,5,1,938
1,939,5,1,938,138
939,5,1,938,138,63
5,1,938,138,63,5
1,938,138,63,5,498
938,138,63,5,498,424
138,63,5,498,424,6
63,5,498,424,6,268
5,498,424,6,268,1
498,424,6,268,1,1315
424,6,268,1,1315,377
6,268,1,1315,377,24
268,1,1315,377,24,29
1,1315,377,24,29,2202
1315,377,24,29,2202,268
377,24,29,2202,268,1
24,29,2202,268,1,939
29,2202,268,1,939,1316
2202,268,1,939,1316,12
268,1,939,1316,12,2203
1,939,1316,12,2203,5
939,1316,12,2203,5,2204
1316,12,2203,5,2204,52
12,2203,5,2204,52,1
2203,5,2204,52,1,938
5,2204,52,1,938,2205
2204,52,1,938,2205,1317
52,1,938,2205,1317,4
1,938,2205,1317,4,3
938,2205,1317,4,3,2206
2205,1317,4,3,2206,48
1317,4,3,2206,48,50
4,3,2206,48,50,2207
3,2206,48,50,2207,2
2206,48,50,2207,2,313
48,50,2207,2,313,2208
50,2207,2,313,2208,394
2207,2,313,2208,394,1318
2,313,2208,394,1318,4
313,2208,394,1318,4,19
2208,394,1318,4,19,22
394,1318,4,19,22,203
1318,4,19,22,203,1318
4,19,22,203,1318,140
19,22,203,1318,140,66
22,203,1318,140,66,95
203,1318,140,66,95,4
1318,140,66,95,4,10
140,66,95,4,10,7
66,95,4,10,7,15
95,4,10,7,15,1
4,10,7,15,1,459
10,7,15,1,459,8
7,15,1,459,8,1319
15,1,459,8,1319,9
1,459,8,1319,9,84
459,8,1319,9,84,113
8,1319,9,84,113,7
1319,9,84,113,7,486
9,84,113,7,486,15
84,113,7,486,15,1
113,7,486,15,1,249
7,486,15,1,249,941
486,15,1,249,941,582
15,1,249,941,582,18
1,249,941,582,18,1
249,941,582,18,1,377
941,582,18,1,377,65
582,18,1,377,65,11
18,1,377,65,11,7
1,377,65,11,7,340
377,65,11,7,340,632
65,11,7,340,632,34
11,7,340,632,34,8
7,340,632,34,8,9
340,632,34,8,9,141
632,34,8,9,141,68
34,8,9,141,68,24
8,9,141,68,24,29
9,141,68,24,29,553
141,68,24,29,553,1320
68,24,29,553,1320,4
24,29,553,1320,4,19
29,553,1320,4,19,10
553,1320,4,19,10,202
1320,4,19,10,202,6
4,19,10,202,6,2209
19,10,202,6,2209,11
10,202,6,2209,11,38
202,6,2209,11,38,2210
6,2209,11,38,2210,32
2209,11,38,2210,32,1321
11,38,2210,32,1321,6
38,2210,32,1321,6,20
2210,32,1321,6,20,4
32,1321,6,20,4,2211
1321,6,20,4,2211,24
6,20,4,2211,24,29
20,4,2211,24,29,945
4,2211,24,29,945,1
2211,24,29,945,1,84
24,29,945,1,84,268
29,945,1,84,268,25
945,1,84,268,25,40
1,84,268,25,40,141
84,268,25,40,141,5
268,25,40,141,5,2212
25,40,141,5,2212,17
40,141,5,2212,17,11
141,5,2212,17,11,9
5,2212,17,11,9,164
2212,17,11,9,164,130
17,11,9,164,130,53
11,9,164,130,53,1215
9,164,130,53,1215,6
164,130,53,1215,6,246
130,53,1215,6,246,2213
53,1215,6,246,2213,173
1215,6,246,2213,173,2
6,246,2213,173,2,391
246,2213,173,2,391,8
2213,173,2,391,8,763
173,2,391,8,763,545
2,391,8,763,545,5
391,8,763,545,5,11
8,763,545,5,11,44
763,545,5,11,44,365
545,5,11,44,365,35
5,11,44,365,35,2214
11,44,365,35,2214,619
44,365,35,2214,619,11
365,35,2214,619,11,7
35,2214,619,11,7,1
2214,619,11,7,1,2215
619,11,7,1,2215,715
11,7,1,2215,715,8
7,1,2215,715,8,110
1,2215,715,8,110,2216
2215,715,8,110,2216,1322
715,8,110,2216,1322,510
8,110,2216,1322,510,50
110,2216,1322,510,50,4
2216,1322,510,50,4,3
1322,510,50,4,3,655
510,50,4,3,655,22
50,4,3,655,22,160
4,3,655,22,160,6
3,655,22,160,6,1323
655,22,160,6,1323,1
22,160,6,1323,1,84
160,6,1323,1,84,6
6,1323,1,84,6,227
1323,1,84,6,227,11
1,84,6,227,11,23
84,6,227,11,23,24
6,227,11,23,24,29
227,11,23,24,29,298
11,23,24,29,298,11
23,24,29,298,11,310
24,29,298,11,310,34
29,298,11,310,34,8
298,11,310,34,8,9
11,310,34,8,9,2217
310,34,8,9,2217,48
34,8,9,2217,48,50
8,9,2217,48,50,150
9,2217,48,50,150,11
2217,48,50,150,11,1157
48,50,150,11,1157,5
50,150,11,1157,5,227
150,11,1157,5,227,1
11,1157,5,227,1,107
1157,5,227,1,107,2218
5,227,1,107,2218,30
227,1,107,2218,30,2
1,107,2218,30,2,192
107,2218,30,2,192,11
2218,30,2,192,11,59
30,2,192,11,59,18
2,192,11,59,18,98
192,11,59,18,98,47
11,59,18,98,47,185
59,18,98,47,185,2219
18,98,47,185,2219,47
98,47,185,2219,47,1324
47,185,2219,47,1324,72
185,2219,47,1324,72,1072
2219,47,1324,72,1072,5
47,1324,72,1072,5,99
1324,72,1072,5,99,2
72,1072,5,99,2,2220
1072,5,99,2,2220,420
5,99,2,2220,420,1325
99,2,2220,420,1325,649
2,2220,420,1325,649,148
2220,420,1325,649,148,2221
420,1325,649,148,2221,13
1325,649,148,2221,13,29
649,148,2221,13,29,4
148,2221,13,29,4,26
2221,13,29,4,26,264
13,29,4,26,264,17
29,4,26,264,17,509
4,26,264,17,509,205
26,264,17,509,205,2222
264,17,509,205,2222,6
17,509,205,2222,6,41
509,205,2222,6,41,869
205,2222,6,41,869,16
2222,6,41,869,16,10
6,41,869,16,10,5
41,869,16,10,5,22
869,16,10,5,22,42
16,10,5,22,42,119
10,5,22,42,119,12
5,22,42,119,12,1
22,42,119,12,1,131
42,119,12,1,131,22
119,12,1,131,22,172
12,1,131,22,172,681
1,131,22,172,681,6
131,22,172,681,6,201
22,172,681,6,201,2223
172,681,6,201,2223,3
681,6,201,2223,3,245
6,201,2223,3,245,9
201,2223,3,245,9,372
2223,3,245,9,372,2
3,245,9,372,2,548
245,9,372,2,548,716
9,372,2,548,716,15
372,2,548,716,15,1
2,548,716,15,1,101
548,716,15,1,101,25
716,15,1,101,25,9
15,1,101,25,9,428
1,101,25,9,428,429
101,25,9,428,429,79
25,9,428,429,79,213
9,428,429,79,213,6
428,429,79,213,6,227
429,79,213,6,227,16
79,213,6,227,16,84
213,6,227,16,84,4
6,227,16,84,4,3
227,16,84,4,3,19
16,84,4,3,19,351
84,4,3,19,351,79
4,3,19,351,79,213
3,19,351,79,213,6
19,351,79,213,6,227
351,79,213,6,227,11
79,213,6,227,11,4
213,6,227,11,4,19
6,227,11,4,19,10
227,11,4,19,10,669
11,4,19,10,669,1117
4,19,10,669,1117,166
19,10,669,1117,166,1320
10,669,1117,166,1320,4
669,1117,166,1320,4,937
1117,166,1320,4,937,34
166,1320,4,937,34,358
1320,4,937,34,358,8
4,937,34,358,8,20
937,34,358,8,20,4
34,358,8,20,4,2224
358,8,20,4,2224,24
8,20,4,2224,24,29
20,4,2224,24,29,2225
4,2224,24,29,2225,1
2224,24,29,2225,1,84
24,29,2225,1,84,38
29,2225,1,84,38,156
2225,1,84,38,156,128
1,84,38,156,128,377
84,38,156,128,377,10
38,156,128,377,10,44
156,128,377,10,44,534
128,377,10,44,534,79
377,10,44,534,79,213
10,44,534,79,213,148
44,534,79,213,148,84
534,79,213,148,84,4
79,213,148,84,4,3
213,148,84,4,3,343
148,84,4,3,343,2226
84,4,3,343,2226,83
4,3,343,2226,83,97
3,343,2226,83,97,11
343,2226,83,97,11,4
2226,83,97,11,4,1196
83,97,11,4,1196,22
97,11,4,1196,22,915
11,4,1196,22,915,4
4,1196,22,915,4,946
1196,22,915,4,946,24
22,915,4,946,24,29
915,4,946,24,29,5
4,946,24,29,5,3
946,24,29,5,3,150
24,29,5,3,150,358
29,5,3,150,358,10
5,3,150,358,10,5
3,150,358,10,5,22
150,358,10,5,22,68
358,10,5,22,68,1
10,5,22,68,1,2227
5,22,68,1,2227,8
22,68,1,2227,8,74
68,1,2227,8,74,1326
1,2227,8,74,1326,5
2227,8,74,1326,5,402
8,74,1326,5,402,36
74,1326,5,402,36,43
1326,5,402,36,43,1
5,402,36,43,1,421
402,36,43,1,421,2228
36,43,1,421,2228,1
43,1,421,2228,1,222
1,421,2228,1,222,109
421,2228,1,222,109,191
2228,1,222,109,191,36
1,222,109,191,36,10
222,109,191,36,10,5
109,191,36,10,5,22
191,36,10,5,22,2229
36,10,5,22,2229,14
10,5,22,2229,14,2
5,22,2229,14,2,717
22,2229,14,2,717,23
2229,14,2,717,23,672
14,2,717,23,672,1327
2,717,23,672,1327,52
717,23,672,1327,52,69
23,672,1327,52,69,114
672,1327,52,69,114,947
1327,52,69,114,947,17
52,69,114,947,17,1
69,114,947,17,1,2230
114,947,17,1,2230,22
947,17,1,2230,22,2231
17,1,2230,22,2231,57
1,2230,22,2231,57,10
2230,22,2231,57,10,9
22,2231,57,10,9,360
2231,57,10,9,360,1328
57,10,9,360,1328,53
10,9,360,1328,53,40
9,360,1328,53,40,2232
360,1328,53,40,2232,396
1328,53,40,2232,396,930
53,40,2232,396,930,15
40,2232,396,930,15,9
2232,396,930,15,9,1329
396,930,15,9,1329,6
930,15,9,1329,6,947
15,9,1329,6,947,17
9,1329,6,947,17,1
1329,6,947,17,1,2233
6,947,17,1,2233,890
947,17,1,2233,890,109
17,1,2233,890,109,5
1,2233,890,109,5,287
2233,890,109,5,287,1325
890,109,5,287,1325,4
109,5,287,1325,4,48
5,287,1325,4,48,50
287,1325,4,48,50,7
1325,4,48,50,7,186
4,48,50,7,186,12
48,50,7,186,12,2
50,7,186,12,2,2234
7,186,12,2,2234,321
186,12,2,2234,321,1330
12,2,2234,321,1330,17
2,2234,321,1330,17,1
2234,321,1330,17,1,942
321,1330,17,1,942,13
1330,17,1,942,13,129
17,1,942,13,129,45
1,942,13,129,45,26
942,13,129,45,26,1331
13,129,45,26,1331,62
129,45,26,1331,62,133
45,26,1331,62,133,3
26,1331,62,133,3,2235
1331,62,133,3,2235,20
62,133,3,2235,20,175
133,3,2235,20,175,153
3,2235,20,175,153,219
2235,20,175,153,219,476
20,175,153,219,476,1
175,153,219,476,1,94
153,219,476,1,94,4
219,476,1,94,4,2236
476,1,94,4,2236,13
1,94,4,2236,13,1002
94,4,2236,13,1002,13
4,2236,13,1002,13,185
2236,13,1002,13,185,32
13,1002,13,185,32,948
1002,13,185,32,948,362
13,185,32,948,362,4
185,32,948,362,4,542
32,948,362,4,542,24
948,362,4,542,24,29
362,4,542,24,29,1332
4,542,24,29,1332,206
542,24,29,1332,206,51
24,29,1332,206,51,348
29,1332,206,51,348,170
1332,206,51,348,170,93
206,51,348,170,93,29
51,348,170,93,29,348
348,170,93,29,348,170
170,93,29,348,170,1333
93,29,348,170,1333,38
29,348,170,1333,38,189
348,170,1333,38,189,36
170,1333,38,189,36,170
1333,38,189,36,170,175
38,189,36,170,175,213
189,36,170,175,213,187
36,170,175,213,187,10
170,175,213,187,10,45
175,213,187,10,45,97
213,187,10,45,97,24
187,10,45,97,24,278
10,45,97,24,278,2237
45,97,24,278,2237,235
97,24,278,2237,235,2238
24,278,2237,235,2238,2239
278,2237,235,2238,2239,31
2237,235,2238,2239,31,5
235,2238,2239,31,5,63
2238,2239,31,5,63,1
2239,31,5,63,1,222
31,5,63,1,222,294
5,63,1,222,294,4
63,1,222,294,4,3
1,222,294,4,3,19
222,294,4,3,19,292
294,4,3,19,292,294
4,3,19,292,294,668
3,19,292,294,668,2240
19,292,294,668,2240,11
292,294,668,2240,11,55
294,668,2240,11,55,26
668,2240,11,55,26,175
2240,11,55,26,175,78
11,55,26,175,78,92
55,26,175,78,92,2241
26,175,78,92,2241,319
175,78,92,2241,319,2242
78,92,2241,319,2242,367
92,2241,319,2242,367,93
2241,319,2242,367,93,2243
319,2242,367,93,2243,206
2242,367,93,2243,206,187
367,93,2243,206,187,256
93,2243,206,187,256,54
2243,206,187,256,54,520
206,187,256,54,520,40
187,256,54,520,40,12
256,54,520,40,12,1
54,520,40,12,1,94
520,40,12,1,94,50
40,12,1,94,50,44
12,1,94,50,44,170
1,94,50,44,170,2244
94,50,44,170,2244,65
50,44,170,2244,65,170
44,170,2244,65,170,150
170,2244,65,170,150,21
2244,65,170,150,21,12
65,170,150,21,12,667
170,150,21,12,667,944
150,21,12,667,944,34
21,12,667,944,34,16
12,667,944,34,16,903
667,944,34,16,903,746
944,34,16,903,746,4
34,16,903,746,4,16
16,903,746,4,16,795
903,746,4,16,795,65
746,4,16,795,65,3
4,16,795,65,3,66
16,795,65,3,66,38
795,65,3,66,38,53
65,3,66,38,53,261
3,66,38,53,261,24
66,38,53,261,24,29
38,53,261,24,29,145
53,261,24,29,145,95
261,24,29,145,95,61
24,29,145,95,61,77
29,145,95,61,77,918
145,95,61,77,918,111
95,61,77,918,111,3
61,77,918,111,3,1294
77,918,111,3,1294,10
918,111,3,1294,10,12
111,3,1294,10,12,9
3,1294,10,12,9,142
1294,10,12,9,142,1334
10,12,9,142,1334,148
12,9,142,1334,148,84
9,142,1334,148,84,4
142,1334,148,84,4,19
1334,148,84,4,19,10
148,84,4,19,10,1
84,4,19,10,1,192
4,19,10,1,192,24
19,10,1,192,24,29
10,1,192,24,29,14
1,192,24,29,14,1335
192,24,29,14,1335,124
24,29,14,1335,124,1
29,14,1335,124,1,109
14,1335,124,1,109,1336
1335,124,1,109,1336,1321
124,1,109,1336,1321,6
1,109,1336,1321,6,83
109,1336,1321,6,83,4
1336,1321,6,83,4,294
1321,6,83,4,294,40
6,83,4,294,40,11
83,4,294,40,11,7
4,294,40,11,7,714
294,40,11,7,714,6
40,11,7,714,6,20
11,7,714,6,20,68
7,714,6,20,68,581
714,6,20,68,581,4
6,20,68,581,4,19
20,68,581,4,19,24
68,581,4,19,24,29
581,4,19,24,29,2245
4,19,24,29,2245,79
19,24,29,2245,79,41
24,29,2245,79,41,2246
29,2245,79,41,2246,11
2245,79,41,2246,11,4
79,41,2246,11,4,299
41,2246,11,4,299,7
2246,11,4,299,7,54
11,4,299,7,54,2
4,299,7,54,2,581
299,7,54,2,581,4
7,54,2,581,4,19
54,2,581,4,19,10
2,581,4,19,10,609
581,4,19,10,609,299
4,19,10,609,299,14
19,10,609,299,14,148
10,609,299,14,148,142
609,299,14,148,142,15
299,14,148,142,15,11
14,148,142,15,11,4
148,142,15,11,4,2247
142,15,11,4,2247,4
15,11,4,2247,4,455
11,4,2247,4,455,24
4,2247,4,455,24,29
2247,4,455,24,29,5
4,455,24,29,5,2
455,24,29,5,2,765
24,29,5,2,765,8
29,5,2,765,8,1199
5,2,765,8,1199,199
2,765,8,1199,199,53
765,8,1199,199,53,1
8,1199,199,53,1,913
1199,199,53,1,913,3
199,53,1,913,3,150
53,1,913,3,150,2
1,913,3,150,2,231
913,3,150,2,231,949
3,150,2,231,949,2248
150,2,231,949,2248,5
2,231,949,2248,5,80
231,949,2248,5,80,1337
949,2248,5,80,1337,9
2248,5,80,1337,9,164
5,80,1337,9,164,43
80,1337,9,164,43,2
1337,9,164,43,2,622
9,164,43,2,622,113
164,43,2,622,113,59
43,2,622,113,59,315
2,622,113,59,315,1338
622,113,59,315,1338,804
113,59,315,1338,804,13
59,315,1338,804,13,457
315,1338,804,13,457,10
1338,804,13,457,10,13
804,13,457,10,13,56
13,457,10,13,56,37
457,10,13,56,37,142
10,13,56,37,142,177
13,56,37,142,177,48
56,37,142,177,48,5
37,142,177,48,5,33
142,177,48,5,33,41
